detectorid,starttime,volume,speed,occupancy,status
1516,2011-01-01 01:51:00-08,0,0,0,0
1509,2011-01-01 01:51:00-08,0,0,0,0
1502,2011-01-01 01:51:00-08,0,0,0,0
1495,2011-01-01 01:51:00-08,0,0,0,0
1489,2011-01-01 01:51:00-08,0,0,0,0
1490,2011-01-01 01:51:00-08,0,0,0,0
1544,2011-01-01 01:51:20-08,0,0,0,0
1538,2011-01-01 01:51:20-08,1,0,0,3
1530,2011-01-01 01:51:20-08,0,0,0,0
1524,2011-01-01 01:51:20-08,2,52,4,2
1516,2011-01-01 01:51:20-08,2,60,2,2
1509,2011-01-01 01:51:20-08,0,0,0,0
1502,2011-01-01 01:51:20-08,3,54,3,2
1495,2011-01-01 01:51:20-08,4,57,6,2
1489,2011-01-01 01:51:20-08,0,0,0,0
1490,2011-01-01 01:51:20-08,0,0,0,0
1544,2011-01-01 01:51:40-08,1,65,0,3
1538,2011-01-01 01:51:40-08,3,62,5,2
1530,2011-01-01 01:51:40-08,2,55,2,2
1524,2011-01-01 01:51:40-08,4,55,3,2
1516,2011-01-01 01:51:40-08,0,0,0,0
1509,2011-01-01 01:51:40-08,1,58,1,2
1502,2011-01-01 01:51:40-08,1,54,1,2
1495,2011-01-01 01:51:40-08,0,0,0,0
1489,2011-01-01 01:51:40-08,0,0,0,0
1490,2011-01-01 01:51:40-08,0,0,0,0
1544,2011-01-01 01:52:00-08,1,57,1,2
1538,2011-01-01 01:52:00-08,2,51,1,2
1530,2011-01-01 01:52:00-08,0,0,0,0
1524,2011-01-01 01:52:00-08,5,56,4,2
1516,2011-01-01 01:52:00-08,0,0,0,0
1509,2011-01-01 01:52:00-08,0,0,0,0
1502,2011-01-01 01:52:00-08,0,0,0,0
1495,2011-01-01 01:52:00-08,1,72,1,2
1489,2011-01-01 01:52:00-08,0,0,0,0
1490,2011-01-01 01:52:00-08,0,0,0,0
1544,2011-01-01 01:52:20-08,1,53,1,2
1538,2011-01-01 01:52:20-08,1,60,2,2
1530,2011-01-01 01:52:20-08,1,53,1,2
1524,2011-01-01 01:52:20-08,2,48,1,2
1516,2011-01-01 01:52:20-08,0,0,0,0
1509,2011-01-01 01:52:20-08,1,70,1,2
1502,2011-01-01 01:52:20-08,1,68,1,2
1495,2011-01-01 01:52:20-08,0,0,0,0
1489,2011-01-01 01:52:20-08,0,0,0,0
1490,2011-01-01 01:52:20-08,0,0,0,0
1544,2011-01-01 01:52:40-08,0,0,0,0
1538,2011-01-01 01:52:40-08,2,49,3,2
1530,2011-01-01 01:52:40-08,1,62,1,2
1524,2011-01-01 01:52:40-08,2,63,2,2
1516,2011-01-01 01:52:40-08,0,0,0,0
1509,2011-01-01 01:52:40-08,0,0,0,0
1502,2011-01-01 01:52:40-08,1,56,1,2
1495,2011-01-01 01:52:40-08,0,0,0,0
1489,2011-01-01 01:52:40-08,0,0,0,0
1490,2011-01-01 01:52:40-08,0,0,0,0
1544,2011-01-01 01:53:00-08,2,57,2,2
1538,2011-01-01 01:53:00-08,1,57,1,2
1530,2011-01-01 01:53:00-08,0,0,0,0
1524,2011-01-01 01:53:00-08,1,56,0,3
1516,2011-01-01 01:53:00-08,0,0,0,0
1509,2011-01-01 01:53:00-08,1,72,0,3
1502,2011-01-01 01:53:00-08,0,0,0,0
1495,2011-01-01 01:53:00-08,2,58,2,2
1489,2011-01-01 01:53:00-08,0,0,0,0
1490,2011-01-01 01:53:00-08,0,0,0,0
1544,2011-01-01 01:53:20-08,1,53,1,2
1538,2011-01-01 01:53:20-08,1,54,1,2
1530,2011-01-01 01:53:20-08,0,0,0,0
1524,2011-01-01 01:53:20-08,2,56,1,2
1516,2011-01-01 01:53:20-08,0,0,0,0
1509,2011-01-01 01:53:20-08,0,0,0,0
1502,2011-01-01 01:53:20-08,2,61,2,2
1495,2011-01-01 01:53:20-08,0,0,0,0
1489,2011-01-01 01:53:20-08,0,0,0,0
1490,2011-01-01 01:53:20-08,0,0,0,0
1544,2011-01-01 01:53:40-08,1,57,1,2
1538,2011-01-01 01:53:40-08,3,55,4,2
1530,2011-01-01 01:53:40-08,0,0,0,0
1524,2011-01-01 01:53:40-08,2,59,1,2
1516,2011-01-01 01:53:40-08,1,69,1,2
1509,2011-01-01 01:53:40-08,0,0,0,0
1502,2011-01-01 01:53:40-08,0,0,0,0
1495,2011-01-01 01:53:40-08,0,0,0,0
1489,2011-01-01 01:53:40-08,0,0,0,0
1490,2011-01-01 01:53:40-08,0,0,0,0
1544,2011-01-01 01:54:00-08,0,0,0,0
1538,2011-01-01 01:54:00-08,2,51,3,2
1530,2011-01-01 01:54:00-08,0,0,0,0
1524,2011-01-01 01:54:00-08,1,54,0,3
1516,2011-01-01 01:54:00-08,1,64,1,2
1509,2011-01-01 01:54:00-08,1,64,1,2
1502,2011-01-01 01:54:00-08,0,0,0,0
1495,2011-01-01 01:54:00-08,0,0,0,0
1489,2011-01-01 01:54:00-08,0,0,0,0
1490,2011-01-01 01:54:00-08,0,0,0,0
1544,2011-01-01 01:54:20-08,2,52,2,2
1538,2011-01-01 01:54:20-08,1,60,1,2
1530,2011-01-01 01:54:20-08,0,0,0,0
1524,2011-01-01 01:54:20-08,2,61,1,2
1516,2011-01-01 01:54:20-08,0,0,0,0
1509,2011-01-01 01:54:20-08,1,68,1,2
1502,2011-01-01 01:54:20-08,1,57,1,2
1495,2011-01-01 01:54:20-08,1,58,1,2
1489,2011-01-01 01:54:20-08,0,0,0,0
1490,2011-01-01 01:54:20-08,0,0,0,0
1544,2011-01-01 01:54:40-08,0,0,0,0
1538,2011-01-01 01:54:40-08,1,58,1,2
1530,2011-01-01 01:54:40-08,1,64,1,2
1524,2011-01-01 01:54:40-08,4,50,4,2
1516,2011-01-01 01:54:40-08,0,0,0,0
1509,2011-01-01 01:54:40-08,0,0,0,0
1502,2011-01-01 01:54:40-08,1,56,0,3
1495,2011-01-01 01:54:40-08,3,54,4,2
1489,2011-01-01 01:54:40-08,0,0,0,0
1490,2011-01-01 01:54:40-08,0,0,0,0
1544,2011-01-01 01:55:00-08,0,0,0,0
1538,2011-01-01 01:55:00-08,1,57,1,2
1530,2011-01-01 01:55:00-08,1,64,1,2
1524,2011-01-01 01:55:00-08,1,55,1,2
1516,2011-01-01 01:55:00-08,1,62,1,2
1509,2011-01-01 01:55:00-08,0,0,0,0
1502,2011-01-01 01:55:00-08,3,57,4,2
1495,2011-01-01 01:55:00-08,1,55,1,2
1489,2011-01-01 01:55:00-08,0,0,0,0
1490,2011-01-01 01:55:00-08,0,0,0,0
1544,2011-01-01 01:55:20-08,3,58,3,2
1538,2011-01-01 01:55:20-08,1,55,1,2
1530,2011-01-01 01:55:20-08,0,0,0,0
1524,2011-01-01 01:55:20-08,0,0,0,0
1516,2011-01-01 01:55:20-08,2,57,2,2
1509,2011-01-01 01:55:20-08,2,61,2,2
1502,2011-01-01 01:55:20-08,0,0,0,0
1495,2011-01-01 01:55:20-08,2,55,2,2
1489,2011-01-01 01:55:20-08,0,0,0,0
1490,2011-01-01 01:55:20-08,0,0,0,0
1544,2011-01-01 01:55:40-08,0,0,0,0
1538,2011-01-01 01:55:40-08,2,59,2,2
1530,2011-01-01 01:55:40-08,0,0,0,0
1524,2011-01-01 01:55:40-08,4,57,6,2
1516,2011-01-01 01:55:40-08,0,0,0,0
1509,2011-01-01 01:55:40-08,0,0,0,0
1502,2011-01-01 01:55:40-08,2,56,2,2
1495,2011-01-01 01:55:40-08,1,60,1,2
1489,2011-01-01 01:55:40-08,0,0,0,0
1490,2011-01-01 01:55:40-08,0,0,0,0
1544,2011-01-01 01:56:00-08,0,0,0,0
1538,2011-01-01 01:56:00-08,3,62,4,2
1530,2011-01-01 01:56:00-08,0,0,0,0
1524,2011-01-01 01:56:00-08,4,65,2,2
1516,2011-01-01 01:56:00-08,1,0,0,3
1509,2011-01-01 01:56:00-08,3,53,4,2
1502,2011-01-01 01:56:00-08,1,60,1,2
1495,2011-01-01 01:56:00-08,0,0,0,0
1489,2011-01-01 01:56:00-08,0,0,0,0
1490,2011-01-01 01:56:00-08,0,0,0,0
1544,2011-01-01 01:56:20-08,1,71,0,3
1538,2011-01-01 01:56:20-08,3,54,4,2
1530,2011-01-01 01:56:20-08,0,0,0,0
1524,2011-01-01 01:56:20-08,0,0,0,0
1516,2011-01-01 01:56:20-08,0,0,0,0
1509,2011-01-01 01:56:20-08,0,0,0,0
1502,2011-01-01 01:56:20-08,1,0,0,3
1495,2011-01-01 01:56:20-08,3,63,4,2
1489,2011-01-01 01:56:20-08,0,0,0,0
1490,2011-01-01 01:56:20-08,0,0,0,0
1544,2011-01-01 01:56:40-08,0,0,0,0
1538,2011-01-01 01:56:40-08,0,0,0,0
1530,2011-01-01 01:56:40-08,1,64,1,2
1524,2011-01-01 01:56:40-08,3,52,2,2
1516,2011-01-01 01:56:40-08,1,52,1,2
1509,2011-01-01 01:56:40-08,2,59,2,2
1502,2011-01-01 01:56:40-08,2,63,3,2
1495,2011-01-01 01:56:40-08,0,0,0,0
1489,2011-01-01 01:56:40-08,0,0,0,0
1490,2011-01-01 01:56:40-08,0,0,0,0
1544,2011-01-01 01:57:00-08,1,62,1,2
1538,2011-01-01 01:57:00-08,0,0,0,0
1530,2011-01-01 01:57:00-08,0,0,0,0
1524,2011-01-01 01:57:00-08,2,55,5,2
1516,2011-01-01 01:57:00-08,1,61,1,2
1509,2011-01-01 01:57:00-08,0,0,0,0
1502,2011-01-01 01:57:00-08,0,0,0,0
1495,2011-01-01 01:57:00-08,1,57,1,2
1489,2011-01-01 01:57:00-08,0,0,0,0
1490,2011-01-01 01:57:00-08,0,0,0,0
1544,2011-01-01 01:57:20-08,1,57,1,2
1538,2011-01-01 01:57:20-08,2,56,2,2
1530,2011-01-01 01:57:20-08,0,0,0,0
1524,2011-01-01 01:57:20-08,4,63,3,2
1516,2011-01-01 01:57:20-08,2,53,2,2
1509,2011-01-01 01:57:20-08,3,62,4,2
1502,2011-01-01 01:57:20-08,1,56,1,2
1495,2011-01-01 01:57:20-08,1,58,1,2
1489,2011-01-01 01:57:20-08,0,0,0,0
1490,2011-01-01 01:57:20-08,0,0,0,0
1544,2011-01-01 01:57:40-08,0,0,0,0
1538,2011-01-01 01:57:40-08,2,53,4,2
1530,2011-01-01 01:57:40-08,0,0,0,0
1524,2011-01-01 01:57:40-08,1,54,0,3
1516,2011-01-01 01:57:40-08,1,55,1,2
1509,2011-01-01 01:57:40-08,0,0,0,0
1502,2011-01-01 01:57:40-08,1,57,1,2
1495,2011-01-01 01:57:40-08,0,0,0,0
1489,2011-01-01 01:57:40-08,0,0,0,0
1490,2011-01-01 01:57:40-08,0,0,0,0
1544,2011-01-01 01:58:00-08,0,0,0,0
1538,2011-01-01 01:58:00-08,5,50,8,2
1530,2011-01-01 01:58:00-08,0,0,0,0
1524,2011-01-01 01:58:00-08,5,54,5,2
1516,2011-01-01 01:58:00-08,1,61,1,2
1509,2011-01-01 01:58:00-08,0,0,0,0
1502,2011-01-01 01:58:00-08,0,0,0,0
1495,2011-01-01 01:58:00-08,0,0,0,0
1489,2011-01-01 01:58:00-08,0,0,0,0
1490,2011-01-01 01:58:00-08,0,0,0,0
1544,2011-01-01 01:58:20-08,0,0,0,0
1538,2011-01-01 01:58:20-08,2,56,2,2
1530,2011-01-01 01:58:20-08,0,0,0,0
1524,2011-01-01 01:58:20-08,2,67,1,2
1516,2011-01-01 01:58:20-08,0,0,0,0
1509,2011-01-01 01:58:20-08,1,0,0,3
1502,2011-01-01 01:58:20-08,0,0,0,0
1495,2011-01-01 01:58:20-08,1,57,1,2
1489,2011-01-01 01:58:20-08,0,0,0,0
1490,2011-01-01 01:58:20-08,0,0,0,0
1544,2011-01-01 01:58:40-08,2,57,2,2
1538,2011-01-01 01:58:40-08,2,58,6,2
1530,2011-01-01 01:58:40-08,2,55,2,2
1524,2011-01-01 01:58:40-08,2,53,1,2
1516,2011-01-01 01:58:40-08,2,57,2,2
1509,2011-01-01 01:58:40-08,0,0,1,3
1502,2011-01-01 01:58:40-08,1,54,1,2
1495,2011-01-01 01:58:40-08,0,0,0,0
1489,2011-01-01 01:58:40-08,0,0,0,0
1490,2011-01-01 01:58:40-08,0,0,0,0
1544,2011-01-01 01:59:00-08,0,0,0,0
1538,2011-01-01 01:59:00-08,2,52,3,2
1530,2011-01-01 01:59:00-08,1,59,1,2
1524,2011-01-01 01:59:00-08,3,61,2,2
1516,2011-01-01 01:59:00-08,0,0,0,0
1509,2011-01-01 01:59:00-08,0,0,0,0
1502,2011-01-01 01:59:00-08,0,0,0,0
1495,2011-01-01 01:59:00-08,0,0,0,0
1489,2011-01-01 01:59:00-08,0,0,0,0
1490,2011-01-01 01:59:00-08,0,0,0,0
1544,2011-01-01 01:59:20-08,0,0,0,0
1538,2011-01-01 01:59:20-08,0,0,0,0
1530,2011-01-01 01:59:20-08,2,62,2,2
1524,2011-01-01 01:59:20-08,3,63,2,2
1516,2011-01-01 01:59:20-08,1,55,1,2
1509,2011-01-01 01:59:20-08,0,0,0,0
1502,2011-01-01 01:59:20-08,0,0,0,0
1495,2011-01-01 01:59:20-08,2,57,2,2
1489,2011-01-01 01:59:20-08,0,0,0,0
1490,2011-01-01 01:59:20-08,0,0,0,0
1544,2011-01-01 01:59:40-08,1,59,1,2
1538,2011-01-01 01:59:40-08,1,51,1,2
1530,2011-01-01 01:59:40-08,0,0,0,0
1524,2011-01-01 01:59:40-08,2,50,2,2
1516,2011-01-01 01:59:40-08,1,58,1,2
1509,2011-01-01 01:59:40-08,2,56,2,2
1502,2011-01-01 01:59:40-08,2,54,2,2
1495,2011-01-01 01:59:40-08,0,0,0,0
1489,2011-01-01 01:59:40-08,0,0,0,0
1490,2011-01-01 01:59:40-08,0,0,0,0
1544,2011-01-01 02:00:00-08,0,0,0,0
1538,2011-01-01 02:00:00-08,2,51,3,2
1530,2011-01-01 02:00:00-08,2,65,2,2
1524,2011-01-01 02:00:00-08,1,53,1,2
1516,2011-01-01 02:00:00-08,0,0,0,0
1509,2011-01-01 02:00:00-08,1,61,2,2
1502,2011-01-01 02:00:00-08,0,0,0,0
1495,2011-01-01 02:00:00-08,0,0,0,0
1489,2011-01-01 02:00:00-08,0,0,0,0
1490,2011-01-01 02:00:00-08,0,0,0,0
1544,2011-01-01 02:00:20-08,0,0,0,0
1538,2011-01-01 02:00:20-08,2,59,2,2
1530,2011-01-01 02:00:20-08,2,59,2,2
1524,2011-01-01 02:00:20-08,3,58,3,2
1516,2011-01-01 02:00:20-08,1,61,1,2
1509,2011-01-01 02:00:20-08,0,0,0,0
1502,2011-01-01 02:00:20-08,0,0,0,0
1495,2011-01-01 02:00:20-08,1,0,0,3
1489,2011-01-01 02:00:20-08,0,0,0,0
1490,2011-01-01 02:00:20-08,0,0,0,0
1544,2011-01-01 02:00:40-08,3,51,4,2
1538,2011-01-01 02:00:40-08,1,62,1,2
1530,2011-01-01 02:00:40-08,0,0,0,0
1524,2011-01-01 02:00:40-08,3,55,2,2
1516,2011-01-01 02:00:40-08,0,0,0,0
1509,2011-01-01 02:00:40-08,2,59,2,2
1502,2011-01-01 02:00:40-08,1,54,1,2
1495,2011-01-01 02:00:40-08,0,0,1,3
1489,2011-01-01 02:00:40-08,0,0,0,0
1490,2011-01-01 02:00:40-08,0,0,0,0
1544,2011-01-01 02:01:00-08,3,56,2,2
1538,2011-01-01 02:01:00-08,1,58,1,2
1530,2011-01-01 02:01:00-08,2,56,2,2
1524,2011-01-01 02:01:00-08,3,64,2,2
1516,2011-01-01 02:01:00-08,2,61,2,2
1509,2011-01-01 02:01:00-08,0,0,0,0
1502,2011-01-01 02:01:00-08,1,54,1,2
1495,2011-01-01 02:01:00-08,3,56,4,2
1489,2011-01-01 02:01:00-08,0,0,0,0
1490,2011-01-01 02:01:00-08,0,0,0,0
1544,2011-01-01 02:01:20-08,0,0,1,3
1538,2011-01-01 02:01:20-08,2,52,1,2
1530,2011-01-01 02:01:20-08,0,0,0,0
1524,2011-01-01 02:01:20-08,1,56,1,2
1516,2011-01-01 02:01:20-08,1,55,1,2
1509,2011-01-01 02:01:20-08,0,0,0,0
1502,2011-01-01 02:01:20-08,2,55,2,2
1495,2011-01-01 02:01:20-08,0,0,0,0
1489,2011-01-01 02:01:20-08,0,0,0,0
1490,2011-01-01 02:01:20-08,0,0,0,0
1544,2011-01-01 02:01:40-08,1,59,1,2
1538,2011-01-01 02:01:40-08,2,49,4,2
1530,2011-01-01 02:01:40-08,0,0,0,0
1524,2011-01-01 02:01:40-08,4,58,3,2
1516,2011-01-01 02:01:40-08,1,55,1,2
1509,2011-01-01 02:01:40-08,1,61,1,2
1502,2011-01-01 02:01:40-08,1,57,1,2
1495,2011-01-01 02:01:40-08,0,0,0,0
1489,2011-01-01 02:01:40-08,0,0,0,0
1490,2011-01-01 02:01:40-08,0,0,0,0
1544,2011-01-01 02:02:00-08,1,57,1,2
1538,2011-01-01 02:02:00-08,2,57,3,2
1530,2011-01-01 02:02:00-08,0,0,0,0
1524,2011-01-01 02:02:00-08,4,53,3,2
1516,2011-01-01 02:02:00-08,3,54,4,2
1509,2011-01-01 02:02:00-08,1,65,1,2
1502,2011-01-01 02:02:00-08,0,0,0,0
1495,2011-01-01 02:02:00-08,3,59,4,2
1489,2011-01-01 02:02:00-08,0,0,0,0
1490,2011-01-01 02:02:00-08,0,0,0,0
1544,2011-01-01 02:02:20-08,2,54,2,2
1538,2011-01-01 02:02:20-08,2,62,2,2
1530,2011-01-01 02:02:20-08,5,62,6,2
1524,2011-01-01 02:02:20-08,2,54,1,2
1516,2011-01-01 02:02:20-08,0,0,0,0
1509,2011-01-01 02:02:20-08,0,0,0,0
1502,2011-01-01 02:02:20-08,3,62,3,2
1495,2011-01-01 02:02:20-08,0,0,0,0
1489,2011-01-01 02:02:20-08,0,0,0,0
1490,2011-01-01 02:02:20-08,0,0,0,0
1544,2011-01-01 02:02:40-08,2,65,2,2
1538,2011-01-01 02:02:40-08,2,56,2,2
1530,2011-01-01 02:02:40-08,0,0,0,0
1524,2011-01-01 02:02:40-08,3,53,3,2
1516,2011-01-01 02:02:40-08,0,0,0,0
1509,2011-01-01 02:02:40-08,0,0,0,0
1502,2011-01-01 02:02:40-08,0,0,0,0
1495,2011-01-01 02:02:40-08,1,60,1,2
1489,2011-01-01 02:02:40-08,0,0,0,0
1490,2011-01-01 02:02:40-08,0,0,0,0
1544,2011-01-01 02:03:00-08,2,51,3,2
1538,2011-01-01 02:03:00-08,1,54,1,2
1530,2011-01-01 02:03:00-08,0,0,0,0
1524,2011-01-01 02:03:00-08,4,59,3,2
1516,2011-01-01 02:03:00-08,1,53,1,2
1509,2011-01-01 02:03:00-08,0,0,0,0
1502,2011-01-01 02:03:00-08,2,61,2,2
1495,2011-01-01 02:03:00-08,1,61,1,2
1489,2011-01-01 02:03:00-08,0,0,0,0
1490,2011-01-01 02:03:00-08,0,0,0,0
1544,2011-01-01 02:03:20-08,1,57,1,2
1538,2011-01-01 02:03:20-08,2,57,3,2
1530,2011-01-01 02:03:20-08,2,56,2,2
1524,2011-01-01 02:03:20-08,1,54,1,2
1516,2011-01-01 02:03:20-08,1,51,1,2
1509,2011-01-01 02:03:20-08,3,60,3,2
1502,2011-01-01 02:03:20-08,0,0,0,0
1495,2011-01-01 02:03:20-08,0,0,0,0
1489,2011-01-01 02:03:20-08,0,0,0,0
1490,2011-01-01 02:03:20-08,0,0,0,0
1544,2011-01-01 02:03:40-08,1,57,1,2
1538,2011-01-01 02:03:40-08,3,54,4,2
1530,2011-01-01 02:03:40-08,0,0,0,0
1524,2011-01-01 02:03:40-08,0,0,0,0
1516,2011-01-01 02:03:40-08,0,0,0,0
1509,2011-01-01 02:03:40-08,0,0,0,0
1502,2011-01-01 02:03:40-08,0,0,0,0
1495,2011-01-01 02:03:40-08,0,0,0,0
1489,2011-01-01 02:03:40-08,0,0,0,0
1490,2011-01-01 02:03:40-08,0,0,0,0
1544,2011-01-01 02:04:00-08,0,0,0,0
1538,2011-01-01 02:04:00-08,2,57,2,2
1530,2011-01-01 02:04:00-08,0,0,0,0
1524,2011-01-01 02:04:00-08,2,62,2,2
1516,2011-01-01 02:04:00-08,0,0,0,0
1509,2011-01-01 02:04:00-08,1,69,1,2
1502,2011-01-01 02:04:00-08,0,0,0,0
1495,2011-01-01 02:04:00-08,1,60,1,2
1489,2011-01-01 02:04:00-08,0,0,0,0
1490,2011-01-01 02:04:00-08,0,0,0,0
1544,2011-01-01 02:04:20-08,3,59,3,2
1538,2011-01-01 02:04:20-08,2,56,2,2
1530,2011-01-01 02:04:20-08,1,58,1,2
1524,2011-01-01 02:04:20-08,3,49,3,2
1516,2011-01-01 02:04:20-08,2,63,1,2
1509,2011-01-01 02:04:20-08,0,0,0,0
1502,2011-01-01 02:04:20-08,1,60,1,2
1495,2011-01-01 02:04:20-08,0,0,0,0
1489,2011-01-01 02:04:20-08,0,0,0,0
1490,2011-01-01 02:04:20-08,0,0,0,0
1544,2011-01-01 02:04:40-08,0,0,0,0
1538,2011-01-01 02:04:40-08,2,57,3,2
1530,2011-01-01 02:04:40-08,2,64,2,2
1524,2011-01-01 02:04:40-08,3,54,2,2
1516,2011-01-01 02:04:40-08,1,61,1,2
1509,2011-01-01 02:04:40-08,0,0,0,0
1502,2011-01-01 02:04:40-08,0,0,0,0
1495,2011-01-01 02:04:40-08,0,0,0,0
1489,2011-01-01 02:04:40-08,0,0,0,0
1490,2011-01-01 02:04:40-08,0,0,0,0
1544,2011-01-01 02:05:00-08,0,0,0,0
1538,2011-01-01 02:05:00-08,0,0,0,0
1530,2011-01-01 02:05:00-08,0,0,0,0
1524,2011-01-01 02:05:00-08,2,51,2,2
1516,2011-01-01 02:05:00-08,0,0,0,0
1509,2011-01-01 02:05:00-08,2,63,2,2
1502,2011-01-01 02:05:00-08,0,0,0,0
1495,2011-01-01 02:05:00-08,0,0,0,0
1489,2011-01-01 02:05:00-08,0,0,0,0
1490,2011-01-01 02:05:00-08,0,0,0,0
1544,2011-01-01 02:05:20-08,1,55,1,2
1538,2011-01-01 02:05:20-08,3,56,2,2
1530,2011-01-01 02:05:20-08,0,0,0,0
1524,2011-01-01 02:05:20-08,3,56,2,2
1516,2011-01-01 02:05:20-08,0,0,0,0
1509,2011-01-01 02:05:20-08,0,0,0,0
1502,2011-01-01 02:05:20-08,0,0,0,0
1495,2011-01-01 02:05:20-08,1,58,1,2
1489,2011-01-01 02:05:20-08,0,0,0,0
1490,2011-01-01 02:05:20-08,0,0,0,0
1544,2011-01-01 02:05:40-08,0,0,0,0
1538,2011-01-01 02:05:40-08,3,54,6,2
1530,2011-01-01 02:05:40-08,2,58,2,2
1524,2011-01-01 02:05:40-08,1,54,0,3
1516,2011-01-01 02:05:40-08,0,0,0,0
1509,2011-01-01 02:05:40-08,0,0,0,0
1502,2011-01-01 02:05:40-08,1,60,1,2
1495,2011-01-01 02:05:40-08,0,0,0,0
1489,2011-01-01 02:05:40-08,0,0,0,0
1490,2011-01-01 02:05:40-08,0,0,0,0
1544,2011-01-01 02:06:00-08,1,60,1,2
1538,2011-01-01 02:06:00-08,1,52,1,2
1530,2011-01-01 02:06:00-08,0,0,0,0
1524,2011-01-01 02:06:00-08,2,61,1,2
1516,2011-01-01 02:06:00-08,0,0,0,0
1509,2011-01-01 02:06:00-08,0,0,0,0
1502,2011-01-01 02:06:00-08,1,54,1,2
1495,2011-01-01 02:06:00-08,0,0,0,0
1489,2011-01-01 02:06:00-08,0,0,0,0
1490,2011-01-01 02:06:00-08,0,0,0,0
1544,2011-01-01 02:06:20-08,0,0,0,0
1538,2011-01-01 02:06:20-08,2,56,3,2
1530,2011-01-01 02:06:20-08,0,0,0,0
1524,2011-01-01 02:06:20-08,5,52,4,2
1516,2011-01-01 02:06:20-08,1,55,1,2
1509,2011-01-01 02:06:20-08,0,0,0,0
1502,2011-01-01 02:06:20-08,0,0,0,0
1495,2011-01-01 02:06:20-08,1,54,1,2
1489,2011-01-01 02:06:20-08,0,0,0,0
1490,2011-01-01 02:06:20-08,0,0,0,0
1544,2011-01-01 02:06:40-08,1,57,1,2
1538,2011-01-01 02:06:40-08,1,62,1,2
1530,2011-01-01 02:06:40-08,0,0,0,0
1524,2011-01-01 02:06:40-08,0,0,0,0
1516,2011-01-01 02:06:40-08,0,0,0,0
1509,2011-01-01 02:06:40-08,0,0,0,0
1502,2011-01-01 02:06:40-08,1,59,1,2
1495,2011-01-01 02:06:40-08,2,54,2,2
1489,2011-01-01 02:06:40-08,0,0,0,0
1490,2011-01-01 02:06:40-08,0,0,0,0
1544,2011-01-01 02:07:00-08,0,0,0,0
1538,2011-01-01 02:07:00-08,2,59,2,2
1530,2011-01-01 02:07:00-08,0,0,0,0
1524,2011-01-01 02:07:00-08,2,53,1,2
1516,2011-01-01 02:07:00-08,0,0,0,0
1509,2011-01-01 02:07:00-08,1,58,1,2
1502,2011-01-01 02:07:00-08,1,52,1,2
1495,2011-01-01 02:07:00-08,0,0,0,0
1489,2011-01-01 02:07:00-08,0,0,0,0
1490,2011-01-01 02:07:00-08,0,0,0,0
1544,2011-01-01 02:07:20-08,0,0,0,0
1538,2011-01-01 02:07:20-08,4,56,6,2
1530,2011-01-01 02:07:20-08,0,0,0,0
1524,2011-01-01 02:07:20-08,7,57,6,2
1516,2011-01-01 02:07:20-08,1,0,0,3
1509,2011-01-01 02:07:20-08,0,0,0,0
1502,2011-01-01 02:07:20-08,0,0,0,0
1495,2011-01-01 02:07:20-08,2,61,2,2
1489,2011-01-01 02:07:20-08,0,0,0,0
1490,2011-01-01 02:07:20-08,0,0,0,0
1544,2011-01-01 02:07:40-08,1,55,1,2
1538,2011-01-01 02:07:40-08,3,57,4,2
1530,2011-01-01 02:07:40-08,1,58,1,2
1524,2011-01-01 02:07:40-08,1,54,0,3
1516,2011-01-01 02:07:40-08,0,0,0,0
1509,2011-01-01 02:07:40-08,0,0,0,0
1502,2011-01-01 02:07:40-08,1,64,1,2
1495,2011-01-01 02:07:40-08,0,0,0,0
1489,2011-01-01 02:07:40-08,0,0,0,0
1490,2011-01-01 02:07:40-08,0,0,0,0
1544,2011-01-01 02:08:00-08,0,0,0,0
1538,2011-01-01 02:08:00-08,1,55,1,2
1530,2011-01-01 02:08:00-08,0,0,0,0
1524,2011-01-01 02:08:00-08,3,48,3,2
1516,2011-01-01 02:08:00-08,0,0,0,0
1509,2011-01-01 02:08:00-08,1,64,1,2
1502,2011-01-01 02:08:00-08,0,0,0,0
1495,2011-01-01 02:08:00-08,0,0,0,0
1489,2011-01-01 02:08:00-08,0,0,0,0
1490,2011-01-01 02:08:00-08,0,0,0,0
1544,2011-01-01 02:08:20-08,0,0,0,0
1538,2011-01-01 02:08:20-08,1,51,1,2
1530,2011-01-01 02:08:20-08,0,0,0,0
1524,2011-01-01 02:08:20-08,0,0,0,0
1516,2011-01-01 02:08:20-08,1,53,1,2
1509,2011-01-01 02:08:20-08,1,61,1,2
1502,2011-01-01 02:08:20-08,0,0,0,0
1495,2011-01-01 02:08:20-08,2,58,1,2
1489,2011-01-01 02:08:20-08,0,0,0,0
1490,2011-01-01 02:08:20-08,0,0,0,0
1544,2011-01-01 02:08:40-08,0,0,0,0
1538,2011-01-01 02:08:40-08,2,57,2,2
1530,2011-01-01 02:08:40-08,1,53,1,2
1524,2011-01-01 02:08:40-08,4,54,3,2
1516,2011-01-01 02:08:40-08,0,0,0,0
1509,2011-01-01 02:08:40-08,0,0,0,0
1502,2011-01-01 02:08:40-08,1,61,1,2
1495,2011-01-01 02:08:40-08,0,0,1,3
1489,2011-01-01 02:08:40-08,0,0,0,0
1490,2011-01-01 02:08:40-08,0,0,0,0
1544,2011-01-01 02:09:00-08,1,54,1,2
